COUNTY,ST,COUNTY_STATE,SSACD,COUNTY DESIGNA-TION,Primary Care Distance
Dane,WI,"Dane, WI",52120,Metro,10
Dodge,WI,"Dodge, WI",52130,Metro,10
Door,WI,"Door, WI",52140,Micro,20
Douglas,WI,"Douglas, WI",52150,Rural,30
Dunn,WI,"Dunn, WI",52160,Micro,20
Eau Claire,WI,"Eau Claire, WI",52170,Metro,10
Florence,WI,"Florence, WI",52180,CEAC,60
Fond du Lac,WI,"Fond du Lac, WI",52190,Metro,10
Forest,WI,"Forest, WI",52200,CEAC,60
Grant,WI,"Grant, WI",52210,Micro,20
Green,WI,"Green, WI",52220,Micro,20
Green Lake,WI,"Green Lake, WI",52230,Micro,20
Iowa,WI,"Iowa, WI",52240,Rural,30
Iron,WI,"Iron, WI",52250,CEAC,60
Jackson,WI,"Jackson, WI",52260,Rural,30
Jefferson,WI,"Jefferson, WI",52270,Metro,10
Juneau,WI,"Juneau, WI",52280,Rural,30
Kenosha,WI,"Kenosha, WI",52290,Metro,10
Kewaunee,WI,"Kewaunee, WI",52300,Micro,20
La Crosse,WI,"La Crosse, WI",52310,Metro,10
Lafayette,WI,"Lafayette, WI",52320,Rural,30
Langlade,WI,"Langlade, WI",52330,Rural,30
Lincoln,WI,"Lincoln, WI",52340,Rural,30
Manitowoc,WI,"Manitowoc, WI",52350,Metro,10
Marathon,WI,"Marathon, WI",52360,Micro,20
Marinette,WI,"Marinette, WI",52370,Rural,30
Marquette,WI,"Marquette, WI",52380,Rural,30
Menominee,WI,"Menominee, WI",52381,Rural,30
Milwaukee,WI,"Milwaukee, WI",52390,Large Metro,5
Monroe,WI,"Monroe, WI",52400,Micro,20
Oconto,WI,"Oconto, WI",52410,Rural,30
Oneida,WI,"Oneida, WI",52420,Rural,30
Outagamie,WI,"Outagamie, WI",52430,Metro,10
Ozaukee,WI,"Ozaukee, WI",52440,Metro,10
Pepin,WI,"Pepin, WI",52450,Rural,30
Pierce,WI,"Pierce, WI",52460,Micro,20
Polk,WI,"Polk, WI",52470,Rural,30
Portage,WI,"Portage, WI",52480,Micro,20
Price,WI,"Price, WI",52490,Rural,30
Racine,WI,"Racine, WI",52500,Metro,10
Richland,WI,"Richland, WI",52510,Rural,30
Rock,WI,"Rock, WI",52520,Metro,10
Rusk,WI,"Rusk, WI",52530,Rural,30
St. Croix,WI,"St. Croix, WI",52540,Metro,10
Sauk,WI,"Sauk, WI",52550,Micro,20
Sawyer,WI,"Sawyer, WI",52560,Rural,30
Shawano,WI,"Shawano, WI",52570,Rural,30
Sheboygan,WI,"Sheboygan, WI",52580,Metro,10
Taylor,WI,"Taylor, WI",52590,Rural,30
Trempealeau,WI,"Trempealeau, WI",52600,Rural,30
Vernon,WI,"Vernon, WI",52610,Rural,30
Vilas,WI,"Vilas, WI",52620,Rural,30
Walworth,WI,"Walworth, WI",52630,Metro,10
Washburn,WI,"Washburn, WI",52640,Rural,30
Washington,WI,"Washington, WI",52650,Metro,10
Waukesha,WI,"Waukesha, WI",52660,Metro,10
Waupaca,WI,"Waupaca, WI",52670,Micro,20
Waushara,WI,"Waushara, WI",52680,Rural,30
Winnebago,WI,"Winnebago, WI",52690,Metro,10
Wood,WI,"Wood, WI",52700,Micro,20
Albany,WY,"Albany, WY",53000,CEAC,60
Big Horn,WY,"Big Horn, WY",53010,CEAC,60
Campbell,WY,"Campbell, WY",53020,Rural,30
Carbon,WY,"Carbon, WY",53030,CEAC,60
Converse,WY,"Converse, WY",53040,CEAC,60
Crook,WY,"Crook, WY",53050,CEAC,60
Fremont,WY,"Fremont, WY",53060,CEAC,60
Goshen,WY,"Goshen, WY",53070,CEAC,60
Hot Springs,WY,"Hot Springs, WY",53080,CEAC,60
Johnson,WY,"Johnson, WY",53090,CEAC,60
Laramie,WY,"Laramie, WY",53100,Micro,20
Lincoln,WY,"Lincoln, WY",53110,CEAC,60
Natrona,WY,"Natrona, WY",53120,Micro,20
Niobrara,WY,"Niobrara, WY",53130,CEAC,60
Park,WY,"Park, WY",53140,CEAC,60
Platte,WY,"Platte, WY",53150,CEAC,60
Sheridan,WY,"Sheridan, WY",53160,Rural,30
Sublette,WY,"Sublette, WY",53170,CEAC,60
Sweetwater,WY,"Sweetwater, WY",53180,CEAC,60
Teton,WY,"Teton, WY",53190,CEAC,60
Uinta,WY,"Uinta, WY",53200,Rural,30
Washakie,WY,"Washakie, WY",53210,CEAC,60
Weston,WY,"Weston, WY",53220,CEAC,60
Northern Islands,MP,"Northern Islands, MP",63050,Metro,10
Faleasao,AS,"Faleasao, AS",64010,Rural,30
Fitiuta,AS,"Fitiuta, AS",64020,Rural,30
Ituau,AS,"Ituau, AS",64030,Rural,30
Lealataua,AS,"Lealataua, AS",64040,Rural,30
Leasina,AS,"Leasina, AS",64050,Rural,30
Mauputasi,AS,"Mauputasi, AS",64060,Metro,10
Ofu,AS,"Ofu, AS",64070,Rural,30
Olosega,AS,"Olosega, AS",64080,Rural,30
Saole,AS,"Saole, AS",64090,Rural,30
Sua,AS,"Sua, AS",64100,Rural,30
Swains Island,AS,"Swains Island, AS",64110,Rural,30
Tau,AS,"Tau, AS",64120,Rural,30
Tualauta,AS,"Tualauta, AS",64130,Metro,10
Tualatai,AS,"Tualatai, AS",64140,Rural,30
Vaifanua,AS,"Vaifanua, AS",64150,Rural,30
Agana,GU,"Agana, GU",65010,Rural,30
Agana Heights,GU,"Agana Heights, GU",65020,Rural,30
Agat,GU,"Agat, GU",65030,Rural,30
Asan,GU,"Asan, GU",65040,Rural,30
Barrigada,GU,"Barrigada, GU",65050,Rural,30
Chalan Pago,GU,"Chalan Pago, GU",65060,Rural,30
Dededo,GU,"Dededo, GU",65070,Metro,10
Inarajan,GU,"Inarajan, GU",65080,Rural,30
Maite,GU,"Maite, GU",65090,Rural,30
Mangilao,GU,"Mangilao, GU",65100,Metro,10
Merizo,GU,"Merizo, GU",65110,Rural,30
Mongmong,GU,"Mongmong, GU",65120,Rural,30
Ordot,GU,"Ordot, GU",65130,Rural,30
Piti,GU,"Piti, GU",65140,Rural,30
Santa Rita,GU,"Santa Rita, GU",65150,Rural,30
Sinajana,GU,"Sinajana, GU",65160,Rural,30
Talofofo,GU,"Talofofo, GU",65170,Rural,30
Tamuning,GU,"Tamuning, GU",65180,Metro,10
Toto,GU,"Toto, GU",65190,Rural,30
Umatac,GU,"Umatac, GU",65200,Rural,30
Yigo,GU,"Yigo, GU",65210,Micro,20
Yona,GU,"Yona, GU",65220,Rural,30
