zcta,adult_population,presidential_votes,voter_percent_of_population
52101,11039,7975,0.722438627
52132,1458,1108,0.75994513
52133,608,306,0.503289474
52134,236,150,0.63559322
52135,542,468,0.863468635
52136,4450,3191,0.717078652
52140,496,316,0.637096774
52141,891,777,0.872053872
52142,1547,750,0.484809308
52144,953,711,0.746065058
52146,797,617,0.774153074
52147,861,542,0.629500581
52151,1506,1229,0.816069057
52154,637,572,0.897959184
52155,976,654,0.670081967
52156,380,335,0.881578947
52157,1381,989,0.716147719
52158,229,171,0.746724891
52159,1834,1220,0.66521265
52160,660,510,0.772727273
52161,1070,832,0.777570093
52162,2455,1226,0.499389002
52163,249,176,0.706827309
52164,262,118,0.450381679
52165,556,580,1
52166,100,58,0.58
52168,210,108,0.514285714
52169,253,236,0.932806324
52170,413,319,0.772397094
52171,773,539,0.697283312
52172,4681,3371,0.720145268
52175,2751,1812,0.658669575
52201,1114,742,0.666068223
52202,762,754,0.989501312
52203,1692,1265,0.747635934
52205,7424,4389,0.591190733
52206,1847,1577,0.853817001
52207,342,200,0.584795322
52208,2403,1518,0.631710362
52209,823,607,0.737545565
52210,477,394,0.825995807
52211,2059,1419,0.6891695
52212,215,160,0.744186047
52213,2972,2675,0.900067295
52214,2593,1821,0.702275357
52215,564,388,0.687943262
52216,1013,783,0.772951629
52217,429,299,0.696969697
52218,1444,1013,0.701523546
52219,145,94,0.648275862
52220,217,141,0.649769585
52221,195,123,0.630769231
52222,429,403,0.939393939
52223,897,818,0.911928651
52224,1595,1160,0.727272727
52225,242,265,1
52227,2202,1892,0.859218892
52228,2169,2268,1
52229,605,394,0.651239669
52231,168,171,1
52232,115,97,0.843478261
52233,5443,3709,0.681425684
52235,607,527,0.868204283
52236,525,391,0.744761905
52237,1124,819,0.728647687
52240,30547,18623,0.609650702
52241,16412,11739,0.715269315
52242,1461,411,0.281314168
52245,21092,14384,0.681964726
52246,18892,12040,0.637306797
52247,3883,2783,0.716713881
52248,1292,965,0.746904025
52249,744,529,0.711021505
52251,426,333,0.781690141
52253,2500,2046,0.8184
52254,666,484,0.726726727
52255,1183,710,0.600169062
52257,177,119,0.672316384
52301,2704,2057,0.760724852
52302,31130,24922,0.80057822
52305,454,425,0.936123348
52306,1285,993,0.772762646
52307,103,59,0.572815534
52308,112,82,0.732142857
52309,405,209,0.516049383
52310,4745,3530,0.743940991
52312,41,58,1
52313,275,236,0.858181818
52314,4395,3376,0.76814562
52315,857,698,0.814469078
52316,1259,888,0.705321684
52317,14477,12277,0.848034814
52318,640,614,0.959375
52320,850,610,0.717647059
52321,276,228,0.826086957
52322,1812,1502,0.828918322
52323,742,426,0.574123989
52324,1526,1349,0.884010485
52325,666,557,0.836336336
52326,426,334,0.784037559
52327,2372,1816,0.765598651
52328,2276,2151,0.945079086
52329,682,475,0.696480938
52330,614,502,0.817589577
52332,1564,1174,0.750639386
52333,5241,4849,0.925205114
52334,157,197,1
52335,540,353,0.653703704
52336,1813,1459,0.804743519
52337,582,424,0.728522337
52338,2513,2328,0.926382809
52339,2893,1973,0.681991013
52340,2378,2727,1
52341,881,775,0.879682179
52342,2548,1566,0.614599686
52345,1102,884,0.802177858
52346,923,639,0.692307692
52347,993,778,0.783484391
52348,52,30,0.576923077
52349,6020,4038,0.67076412
52351,1000,794,0.794
52352,1132,1131,0.999116608
52353,6991,4678,0.669146045
52354,327,222,0.678899083
52355,230,146,0.634782609
52356,1951,1396,0.715530497
52358,2905,2340,0.805507745
52359,171,165,0.964912281
52361,3511,2887,0.822272857
52362,775,563,0.726451613
52401,1767,984,0.556876061
52402,32374,22896,0.7072342
52403,18343,13607,0.741808864
52404,30699,20292,0.66099873
52405,19673,14067,0.715040919
52411,5965,5344,0.895892707
52501,22770,12828,0.563372859
52530,826,539,0.652542373
52531,4461,3018,0.676529926
52533,1128,634,0.562056738
52534,317,159,0.501577287
52535,771,499,0.647211414
52536,819,571,0.697191697
52537,5141,3431,0.667379887
52540,1115,791,0.70941704
52542,252,178,0.706349206
52543,298,147,0.493288591
52544,5784,3687,0.637448133
52548,78,45,0.576923077
52549,661,326,0.493192133
52550,405,237,0.585185185
52551,359,372,1
52552,642,318,0.495327103
52553,1495,870,0.581939799
52554,1077,623,0.578458682
52555,264,207,0.784090909
52556,11848,6977,0.58887576
52557,66,53,0.803030303
52560,179,245,1
52561,729,488,0.669410151
52563,1120,823,0.734821429
52565,1434,1101,0.767782427
52566,145,98,0.675862069
52567,653,338,0.517611026
52569,439,367,0.835990888
52570,678,358,0.528023599
52571,1145,866,0.756331878
52572,777,549,0.706563707
52573,168,74,0.44047619
52574,614,440,0.716612378
52576,445,285,0.640449438
52577,11266,7381,0.65515711
52580,472,282,0.597457627
52581,287,199,0.693379791
52583,290,140,0.482758621
52584,435,212,0.487356322
52585,759,543,0.71541502
52586,419,270,0.644391408
52588,35,74,1
52590,857,518,0.604434072
52591,2403,1591,0.662089055
52593,163,91,0.558282209
52594,202,262,1
52595,246,208,0.845528455
52601,22294,13890,0.623037589
52619,539,345,0.640074212
52620,679,441,0.649484536
52621,578,364,0.629757785
52623,1345,1201,0.892936803
52624,230,177,0.769565217
52625,2185,1495,0.684210526
52626,889,667,0.750281215
52627,9827,5795,0.589701842
52630,301,243,0.80730897
52632,9532,5503,0.577318506
52635,699,353,0.505007153
52637,1831,1419,0.774986346
52638,438,305,0.696347032
52639,1525,1046,0.685901639
52640,1125,763,0.678222222
52641,9801,5771,0.588817468
52644,339,220,0.648967552
52645,2595,1791,0.69017341
52646,278,203,0.730215827
52647,143,111,0.776223776
52649,687,521,0.758369723
52650,577,489,0.847487002
52651,510,317,0.621568627
52653,2855,1775,0.621716287
52654,1261,853,0.676447264
52655,3329,2280,0.684890357
52656,1955,1397,0.714578005
52657,57,50,0.877192982
52658,729,679,0.931412894
52659,1084,814,0.750922509
52660,136,134,0.985294118
52701,84,66,0.785714286
52720,625,473,0.7568
52721,645,434,0.672868217
52722,28038,24156,0.861545046
52726,3750,2804,0.747733333
52727,322,238,0.739130435
52728,853,523,0.613130129
52729,734,531,0.723433243
52730,3975,2834,0.712955975
52731,594,495,0.833333333
52732,20899,12603,0.603043208
52737,284,190,0.669014085
52738,2708,1491,0.550590842
52739,496,309,0.622983871
52742,5494,4603,0.83782308
52745,395,361,0.913924051
52746,846,608,0.718676123
52747,1495,1184,0.791973244
52748,7216,5916,0.819844789
52749,718,489,0.681058496
52750,382,357,0.934554974
52751,761,617,0.810775296
52752,346,235,0.679190751
52753,4039,3827,0.94751176
52754,1117,686,0.614145031
52755,1451,1104,0.760854583
52756,1519,1408,0.926925609
52757,170,97,0.570588235
52758,205,123,0.6
52760,339,333,0.982300885
52761,22899,14577,0.636578017
52765,251,238,0.948207171
52766,655,440,0.671755725
52767,103,246,1
52768,1300,895,0.688461538
52769,456,395,0.86622807
52772,3865,2857,0.73919793
52773,2049,1332,0.650073206
52774,94,86,0.914893617
52776,3527,2146,0.608449107
52777,857,712,0.830805134
52778,3340,2224,0.665868263
52801,1155,361,0.312554113
52802,7805,4194,0.537347854
52803,16801,10324,0.614487233
52804,21923,12815,0.584545911
52806,21109,13758,0.651759913
52807,12115,8849,0.730416839
56027,NA,36,NA
59847,NA,64,NA
83111,NA,22,NA
83120,NA,45,NA
83201,28574,16768,0.586827186
83202,15488,10833,0.699444731
83203,213,114,0.535211268
83204,14443,7926,0.548777955
83209,1073,506,0.471575023
83210,2374,1301,0.548020219
83211,3914,2346,0.599386817
83212,129,107,0.829457364
83213,1083,779,0.719298246
83214,453,449,0.991169978
83215,43,17,0.395348837
83217,608,439,0.722039474
83218,237,183,0.772151899
83220,137,90,0.656934307
83221,18736,11161,0.595698121
83223,91,100,1
83226,1801,1285,0.713492504
83227,16,199,1
83228,367,340,0.926430518
83232,365,209,0.57260274
83233,47,59,1
83234,1128,666,0.590425532
83235,123,106,0.861788618
83236,1628,1144,0.702702703
83237,633,689,1
83238,76,77,1
83239,423,313,0.739952719
83241,1692,994,0.587470449
83243,18,44,1
83244,216,183,0.847222222
83245,1725,1381,0.80057971
83246,813,716,0.880688807
83250,1182,1034,0.874788494
83251,995,736,0.739698492
83252,3063,2387,0.779301339
83253,70,180,1
83254,2661,1885,0.708380308
83255,924,644,0.696969697
83261,436,282,0.646788991
83262,875,602,0.688
83263,6663,4596,0.689779379
83271,368,293,0.796195652
83272,193,203,1
83274,6555,4833,0.737299771
83276,2587,2002,0.773869347
83277,160,55,0.34375
83278,379,225,0.593667546
83281,37,77,1
83283,176,130,0.738636364
83285,92,105,1
83286,883,696,0.788221971
83287,233,188,0.806866953
83301,41430,23192,0.559787594
83302,189,111,0.587301587
83311,619,349,0.563812601
83312,102,82,0.803921569
83313,3367,1900,0.564300564
83314,739,394,0.533152909
83316,7613,4513,0.592801786
83318,11672,7093,0.607693626
83320,909,530,0.583058306
83321,404,246,0.608910891
83322,22,27,1
83323,1310,805,0.614503817
83324,527,300,0.569259962
83325,556,494,0.888489209
83327,685,585,0.854014599
83328,4048,2649,0.654397233
83330,4854,2583,0.532138443
83332,2028,1378,0.679487179
83333,7326,6097,0.832241332
83334,1454,1164,0.800550206
83335,1247,860,0.689655172
83336,3871,2043,0.527770602
83337,29,22,0.75862069
83338,14672,6475,0.441316794
83340,3942,3535,0.896752917
83341,5470,4074,0.744789762
83342,902,538,0.596452328
83344,899,562,0.625139043
83346,1210,676,0.558677686
83347,2249,1548,0.688305914
83348,292,66,0.226027397
83349,960,443,0.461458333
83350,9341,4558,0.487956322
83352,2299,1216,0.52892562
83353,1258,1110,0.882352941
83354,0,15,1
83355,3246,1693,0.521565003
83401,29357,20237,0.689341554
83402,18051,12118,0.671320148
83404,16987,10783,0.634779537
83406,12279,8857,0.72131281
83420,1650,1371,0.830909091
83421,262,162,0.618320611
83422,2831,1769,0.624867538
83423,590,268,0.454237288
83424,399,250,0.626566416
83425,348,375,1
83427,1264,935,0.73971519
83428,368,429,1
83429,495,536,1
83431,512,507,0.990234375
83433,6,23,1
83434,1265,1042,0.823715415
83435,401,357,0.890274314
83436,369,333,0.902439024
83440,26888,15818,0.588292175
83442,14539,10323,0.710021322
83443,680,682,1
83444,753,641,0.85126162
83445,5946,3544,0.596030945
83446,24,15,0.625
83448,1513,1330,0.879048249
83449,152,257,1
83450,647,572,0.884080371
83451,538,413,0.767657993
83452,1626,1231,0.757072571
83454,452,294,0.650442478
83455,3689,3069,0.831932773
83460,154,174,1
83462,427,238,0.557377049
83463,68,119,1
83464,293,275,0.938566553
83465,98,83,0.846938776
83466,200,269,1
83467,4999,3347,0.669533907
83468,127,128,1
83469,25,97,1
83501,27670,17401,0.628876039
83520,256,101,0.39453125
83522,1901,1146,0.60284061
83523,645,404,0.626356589
83524,753,580,0.770252324
83525,331,216,0.652567976
83526,269,183,0.680297398
83530,4029,2444,0.606602135
83533,218,132,0.605504587
83535,918,840,0.91503268
83536,3601,2620,0.727575673
83537,861,835,0.969802555
83539,1763,1289,0.731140102
83540,1691,1566,0.926079243
83541,807,669,0.828996283
83542,108,128,1
83543,592,379,0.640202703
83544,5138,2907,0.565784352
83545,335,274,0.817910448
83546,441,284,0.64399093
83547,319,160,0.501567398
83548,85,54,0.635294118
83549,608,592,0.973684211
83552,795,709,0.891823899
83553,866,609,0.703233256
83554,359,581,1
83555,430,317,0.737209302
83601,12,97,1
83602,6,19,1
83604,403,200,0.496277916
83605,31764,15214,0.478969903
83607,18603,11635,0.625436758
83610,730,654,0.895890411
83611,1641,1731,1
83612,1597,1218,0.762680025
83615,1291,1155,0.894655306
83616,21674,20847,0.961843684
83617,12016,8902,0.740845539
83619,5682,3893,0.685146075
83622,1900,1472,0.774736842
83623,949,1490,1
83624,1001,576,0.575424575
83626,930,626,0.67311828
83627,418,341,0.815789474
83628,3307,1919,0.580284246
83629,1630,1356,0.83190184
83631,748,876,1
83632,320,211,0.659375
83633,570,461,0.80877193
83634,20676,12719,0.615157671
83636,252,90,0.357142857
83637,157,205,1
83638,5817,4196,0.721334021
83639,2499,1300,0.520208083
83641,2272,1546,0.680457746
83642,34214,26006,0.760098205
83643,131,88,0.671755725
83644,8676,5611,0.646726602
83645,613,444,0.724306688
83646,45828,35885,0.783036572
83647,15831,7105,0.448802981
83648,2123,509,0.239755064
83650,457,288,0.630196937
83651,25112,12955,0.515888818
83654,1298,1057,0.814329738
83655,3169,2291,0.722940991
83656,490,228,0.465306122
83657,223,154,0.69058296
83660,4443,2680,0.603196039
83661,7496,4512,0.601921025
83666,36,26,0.722222222
83669,8198,7389,0.901317394
83670,380,505,1
83671,5,20,1
83672,6331,4227,0.667667035
83676,3584,2183,0.609095982
83677,246,47,0.191056911
83686,35945,24465,0.680623174
83687,24878,14582,0.586140365
83702,18272,15259,0.83510289
83703,13107,10345,0.789272908
83704,31359,20787,0.662871903
83705,22946,14146,0.616490892
83706,28060,18178,0.647826087
83709,44196,32309,0.731039008
83712,7937,6195,0.780521608
83713,20935,15492,0.740004777
83714,18417,14625,0.794103274
83716,13005,10113,0.777623991
83801,6166,4627,0.750405449
83802,189,33,0.174603175
83803,756,593,0.784391534
83804,1522,960,0.630749014
83805,6617,4182,0.632008463
83806,217,79,0.3640553
83808,105,89,0.847619048
83809,388,301,0.775773196
83810,892,715,0.801569507
83811,1121,778,0.694023194
83812,38,39,1
83813,924,839,0.908008658
83814,21462,14193,0.661308359
83815,26711,19522,0.730859945
83821,210,170,0.80952381
83822,1678,1072,0.638855781
83823,1200,1094,0.911666667
83824,246,174,0.707317073
83825,157,188,1
83826,0,32,1
83827,144,165,1
83830,321,412,1
83832,1162,1174,1
83833,1267,947,0.747434886
83834,111,201,1
83835,17333,13471,0.777188023
83836,849,825,0.971731449
83837,2393,1299,0.542833264
83839,1134,832,0.733686067
83840,186,126,0.677419355
83841,372,236,0.634408602
83842,142,89,0.626760563
83843,22371,12260,0.548030933
83844,1854,933,0.503236246
83845,1180,1001,0.848305085
83846,613,377,0.615008157
83847,1255,1080,0.860557769
83848,141,85,0.602836879
83849,1598,866,0.541927409
83850,1499,996,0.664442962
83851,1350,775,0.574074074
83852,662,514,0.776435045
83854,30938,23520,0.760230138
83855,1480,1586,1
83856,4826,3733,0.773518442
83857,756,557,0.736772487
83858,12331,9361,0.759143622
83860,4881,4514,0.92481049
83861,5206,3604,0.692278141
83864,14555,11455,0.787014772
83866,58,170,1
83867,416,319,0.766826923
83868,650,358,0.550769231
83869,3879,2840,0.732147461
83870,213,156,0.732394366
83871,1458,1238,0.849108368
83872,495,514,1
83873,1356,707,0.521386431
83874,27,30,1
83876,1404,931,0.663105413
89832,NA,137,NA
97910,NA,56,NA
97913,NA,2,NA
99128,NA,71,NA
60002,18477,12831,0.694430914
60004,39000,28548,0.732
60005,23935,15215,0.635679967
60007,27051,17662,0.652914865
60008,16965,9686,0.570940171
60010,35326,28553,0.808271528
60012,8251,7008,0.849351594
60013,20345,15197,0.746964856
60014,36470,26322,0.721743899
60015,20663,16461,0.79664134
60016,48119,26286,0.546270704
60018,23258,11448,0.492217732
60020,8515,4967,0.583323547
60021,4278,3235,0.756194483
60022,5997,5396,0.899783225
60025,30697,22724,0.740267779
60026,10446,8400,0.804135554
60029,334,343,1
60030,28520,20773,0.728366059
60031,29019,20090,0.692305042
60033,9712,5163,0.531610379
60034,1614,1097,0.679677819
60035,22394,19141,0.854737876
60040,3826,2039,0.532932567
60041,6998,4476,0.639611318
60042,6712,4166,0.62067938
60043,1668,1578,0.946043165
60044,7817,5874,0.751439171
60045,16318,13268,0.813089839
60046,26067,18682,0.716691602
60047,31986,24720,0.772838117
60048,21883,18227,0.832929671
60050,25328,15745,0.62164403
60051,17939,13501,0.752606054
60053,18825,12977,0.68934927
60056,41771,26689,0.638936104
60060,29231,17477,0.597892648
60061,19681,13027,0.661907423
60062,31791,26032,0.818848102
60064,11335,3464,0.305602117
60067,29289,22368,0.763699682
60068,28520,23473,0.823036466
60069,6806,5082,0.746694093
60070,11791,6278,0.532439997
60071,2876,2178,0.757301808
60072,832,501,0.602163462
60073,43395,21883,0.504274686
60074,29469,16028,0.543893583
60076,24726,17373,0.702620723
60077,22021,12745,0.578765724
60081,7430,5664,0.762314939
60083,7613,5666,0.744253251
60084,13103,8751,0.667862322
60085,50265,16965,0.337511191
60087,19490,9918,0.508876347
60088,11787,635,0.053872911
60089,31591,21610,0.684055585
60090,30626,14417,0.470743812
60091,19378,17397,0.897770668
60093,13583,12825,0.94419495
60096,5518,3555,0.644255165
60097,8191,5505,0.672079111
60098,24795,16111,0.649768098
60099,21653,11365,0.524869533
60101,29834,13997,0.4691627
60102,24994,17479,0.699327839
60103,31859,21764,0.683135064
60104,14741,8833,0.599213079
60106,15939,6960,0.436664784
60107,31125,16282,0.523116466
60108,18272,12068,0.660464098
60109,503,313,0.622266402
60110,26609,11543,0.433800594
60111,155,151,0.974193548
60112,3169,2116,0.667718523
60113,249,145,0.582329317
60115,37238,16565,0.444841291
60118,13076,9351,0.71512695
60119,7594,6563,0.864234922
60120,36478,14733,0.403887275
60123,36661,17610,0.480346963
60124,16904,13391,0.792179366
60126,36149,28056,0.776121055
60129,213,133,0.624413146
60130,12068,7933,0.657358303
60131,13988,6806,0.486559908
60133,28030,13087,0.466892615
60134,21637,18708,0.864630032
60135,5450,3686,0.676330275
60136,5471,4146,0.757813928
60137,28315,22989,0.811901819
60139,25693,12118,0.471645974
60140,13802,11452,0.829734821
60141,302,96,0.317880795
60142,22735,17696,0.778359358
60143,9143,5858,0.640708739
60144,51,33,0.647058824
60145,1996,1507,0.75501002
60146,1839,1329,0.722675367
60148,41607,27913,0.67087269
60150,1536,947,0.616536458
60151,3326,2351,0.706855081
60152,9429,6333,0.671651289
60153,18706,8862,0.473751737
60154,13539,10031,0.740896669
60155,6258,4098,0.654841802
60156,21059,14188,0.673726198
60157,2332,1301,0.557890223
60160,18219,6847,0.375816455
60162,6652,3580,0.538184005
60163,4028,2570,0.638033764
60164,15809,7548,0.477449554
60165,3464,883,0.254907621
60169,25767,14124,0.548142974
60171,7775,3876,0.4985209
60172,19378,12861,0.663690783
60173,10039,4599,0.458113358
60174,24789,17436,0.703376498
60175,19197,15978,0.83231755
60176,8988,3882,0.431909212
60177,17170,11062,0.64426325
60178,16555,12380,0.747810329
60180,1263,1007,0.797307997
60181,22107,14205,0.642556656
60184,2041,1481,0.725624694
60185,26815,14741,0.549729629
60187,23033,16513,0.716927886
60188,32728,20674,0.631691518
60189,22838,19024,0.832997636
60190,9061,7025,0.775300739
60191,11344,6607,0.582422426
60192,11627,8970,0.771480175
60193,30738,19832,0.645194873
60194,15276,9450,0.618617439
60195,3739,1249,0.334046537
60201,33988,21775,0.640667294
60202,25497,18396,0.721496647
60203,3261,2978,0.913216805
60301,2552,1720,0.673981191
60302,24224,20357,0.840364927
60304,12783,10644,0.832668388
60305,8163,6806,0.833762097
60401,6320,4100,0.648734177
60402,45836,23441,0.511410245
60403,15217,7930,0.521127686
